X8	sites
MB2573	2838405, 2838420, 2838518, 2838703, 2838712, 2838751, 2838776, 2838801, 2838805, 2838827, 2838848, 2838886
MB2574	2839061, 2839076, 2839174, 2839276, 2839291, 2839293, 2839311, 2839368, 2839407, 2839432, 2839461, 2839483, 2839504, 2839542
MB2575	2839744, 2839771, 2839773, 2839781, 2839788, 2839792, 2839794, 2839817, 2839840, 2839871, 2839923
MB2576	2840144, 2840168, 2840206, 2840208, 2840230, 2840354, 2840366, 2840398, 2840429
MB2577	2840581, 2840668
MB2578	2840803, 2841003, 2841096
MB2578A	2841227, 2841240, 2841308, 2841317, 2841381
MB2579c	2841592, 2841603, 2841646, 2841706, 2841726, 2841765
MB2580c	2841999, 2842104, 2842185, 2842213, 2842215, 2842223, 2842228
MB2581c	2842883
MB2582c	2843071, 2843236, 2843281, 2843767, 2843797
MB2583c	2843939, 2843987, 2844004, 2844080, 2844149, 2844200, 2844278, 2844310, 2844329, 2844592, 2844655, 2844690, 2844737, 2844811, 2844902, 2845084
MB2584c	2845187, 2845309, 2845534
MB2585c	2845649, 2845735, 2845833, 2846081, 2846102, 2846193, 2846291, 2846343, 2846494, 2846511, 2846645, 2846808, 2846825, 2846867, 2846896, 2846988, 2847086, 2847141, 2847208, 2847318, 2847432, 2847546, 2847606, 2847699, 2847765, 2847822, 2847825, 2847873, 2847935, 2847963, 2847999, 2848065, 2848121, 2848147, 2848182
MB2586c	2848580, 2848605, 2848699, 2848717
MB2587	2848992, 2849003, 2849009, 2849066, 2849104, 2849194, 2849341, 2849358, 2849361, 2849587
MB2588	2849722, 2849784, 2850026, 2850153, 2850166, 2850382
MB2589c	2850519, 2850522, 2850552, 2850591, 2850597, 2850633, 2850933, 2850996, 2851020, 2851103, 2851226, 2851229, 2851581, 2851748, 2851792
MB2590	2852007, 2852022, 2852049, 2852070, 2852085, 2852112, 2852174, 2852207, 2852227, 2852253, 2852308, 2852321, 2852324, 2852331, 2852354, 2852395, 2852412, 2852422, 2852439, 2852513, 2852677, 2852823, 2852829, 2852913
MB2591	2853317, 2853326, 2853483, 2853562, 2853716, 2853720, 2853738, 2853771, 2853824, 2853926, 2853933, 2854007
MB2592	2854225, 2854426, 2854693, 2854707, 2854773, 2854902, 2855080, 2855182, 2855199
MB2593	2855214, 2855240, 2855255, 2855280, 2855447, 2855463, 2855503, 2855566, 2855945, 2856032, 2856081, 2856113, 2856115, 2856194
MB2594	2856508, 2856543, 2856591, 2856656, 2856658, 2856705, 2856829, 2856855, 2856894, 2856948, 2856994, 2857067, 2857175, 2857252, 2857445, 2857601, 2857614, 2857966, 2858016, 2858163
MB2595	2858242, 2858273, 2858315, 2858352, 2858379, 2858398, 2858436, 2858543, 2858546, 2858558, 2858597, 2858617, 2858640, 2858673, 2858820, 2858958, 2859051, 2859131, 2859220, 2859249, 2859498, 2859537, 2859636, 2859699
MB2596	2860031, 2860079, 2860249, 2860372, 2860531, 2860558, 2860633, 2860789, 2860969, 2860973, 2861049, 2861102, 2861191, 2861251, 2861265, 2861357, 2861418, 2861436, 2861440, 2861470, 2861627, 2861640, 2861653
MB2597	2861678, 2861688, 2861775, 2861916, 2862087, 2862153, 2862288, 2862336, 2862456, 2862483, 2862511, 2862615, 2862634, 2862763, 2862813, 2862847, 2862950, 2863045, 2863083, 2863110, 2863114, 2863137, 2863139, 2863166, 2863207, 2863305, 2863359, 2863443, 2863473, 2863811, 2863843, 2863928, 2863932, 2863948, 2864019, 2864197, 2864307
MB2598c	2864415, 2864417, 2864491, 2864494, 2864584, 2864592, 2864640, 2864688, 2864712, 2864757, 2864784, 2864790, 2864793, 2864835, 2864954, 2865020, 2865088
MB2599c	2865400, 2865414, 2865433, 2865460, 2865610, 2865622, 2865648, 2865684, 2865748, 2865763, 2865789, 2865821, 2865832, 2865955, 2866039, 2866057, 2866165, 2866189, 2866195, 2866212, 2866256
MB2600	2866377, 2866398, 2866609
MB2601c	2866789, 2866798, 2866989, 2867054, 2867452, 2867705, 2867803
MB2602c	2867828, 2867832, 2867856, 2867905, 2867919, 2867934, 2868165, 2868180, 2868227, 2868617, 2868719, 2868810, 2868836, 2868874, 2868951, 2869004, 2869022, 2869025, 2869081, 2869088, 2869274, 2869280, 2869444, 2869627
MB2603	2869830, 2870287, 2870312, 2870379, 2870624, 2870640
MB2604	2870668, 2870684, 2870713, 2870986, 2871113, 2871130, 2871132, 2871166
MB2605	2871227, 2871298, 2871382, 2871464, 2871481, 2871504, 2871541, 2871585, 2871609, 2871681, 2871699, 2871804, 2871822, 2871825, 2871864, 2871935, 2872023, 2872077
MB2606c	2872086, 2872151, 2872243, 2872245, 2872285, 2872293, 2872347, 2872389, 2872507, 2872511
MB2607	2872839, 2872939, 2873026
MB2608	2873119, 2873139, 2873194, 2873200, 2873220, 2873273, 2873335, 2873394, 2873434, 2873569, 2873578, 2873587, 2873633, 2873638, 2873695, 2873716, 2873720, 2873728, 2873902, 2873941, 2874053, 2874122, 2874159, 2874170, 2874216, 2874223, 2874270, 2874289, 2874292, 2874364
MB2609c	2874392, 2874447, 2874492, 2874503, 2874507, 2874522, 2874623, 2874751, 2874784, 2874928, 2874972, 2874993, 2875131, 2875158, 2875200, 2875390
MB2610	2875522, 2875537, 2875541, 2875567, 2875569, 2875627, 2875738, 2875740, 2875744, 2875782, 2875808, 2876068, 2876179, 2876266, 2876357
MB2611c	2876681, 2876701, 2876800, 2876867, 2877089, 2877161, 2877164, 2877200, 2877416, 2877568, 2877602, 2877623, 2877741, 2877743, 2877831, 2877833, 2877905
MB2612c	2878116, 2878292, 2878348, 2878390, 2878576, 2878583
MB2613	2878707, 2878776, 2878819, 2878863, 2879015, 2879073, 2879133, 2879161, 2879170, 2879269, 2879297, 2879315, 2879330, 2879369, 2879407, 2879410, 2879438, 2879465, 2879597
MB2614c	2879686, 2879707, 2879716, 2879840, 2879952, 2880053, 2880281, 2880283, 2880304, 2880401, 2880573, 2880634, 2880692, 2880724, 2880862, 2880886, 2880914, 2880976, 2880985, 2881003, 2881035, 2881047, 2881063, 2881136, 2881153, 2881165, 2881249, 2881300, 2881461, 2881479, 2881529, 2881639, 2881744, 2881798, 2881834, 2881952
MB2615c	2882163, 2882238, 2882317, 2882326, 2882329, 2882520, 2882607, 2882643, 2882694, 2882728, 2882744
MB2616c	2882933, 2882972, 2883098, 2883106, 2883137, 2883202, 2883338, 2883363, 2883520, 2883608, 2883623, 2883637, 2883821, 2883937, 2883951, 2884106, 2884119, 2884168, 2884205, 2884229, 2884313, 2884377, 2884388, 2884415, 2884482, 2884512
MB2617c	2884543, 2884583, 2884760, 2884855, 2885101, 2885173, 2885233, 2885242, 2885252, 2885257, 2885403, 2885524, 2885527, 2885582, 2885691, 2885716, 2885735
MB2618c	2885944, 2885983, 2886085, 2886269, 2886282, 2886289, 2886296, 2886298, 2886348, 2886382, 2886385, 2886397, 2886520, 2886671, 2886685, 2886736, 2886758, 2886814, 2886934, 2887084, 2887246, 2887522, 2887558
MB2619c	2887918, 2887997
MB2620	2888343, 2888482, 2888510, 2888519, 2888551, 2888636, 2888675, 2888694, 2888726, 2888762, 2888780, 2888786, 2888806, 2888818, 2888832, 2888871, 2888952, 2889028, 2889072, 2889366, 2889489
MB2621	"2889773, 2889775, 2889870, 2889886, 2889965, 2889991, 2890099, 2890286, 2890294, 2890459, 2890470, 2890473, 2890498, 2890621, 2890651, 2890654, 2890954, 2891020, 2891050, 2891071, 2891119, 2891122, 2891170, 2891198, 2891218, 2891243, 2891329, 2891350, 2891444, 2891470, 2891528, 2891575, 2891599, 2891601, 2891712, 2891921, 2892041, 2892076, 2892202, 2892217, 2892367, 2892369, 2892445, 2892451, 2892553, 2892565, 2892673, 2892675, 2892757, 2892796, 2892852, 2892874, 2892892, 2892945, 2892982, 2893072, 
2893094, 2893201"
MB2622	2893469, 2893549, 2893581, 2893593, 2893668, 2893830, 2894248, 2894445, 2894489, 2894828, 2894831, 2895048
MB2623c	2895068, 2895171, 2895338, 2895548, 2895615, 2895719, 2895765, 2896015
MB2624c	2896178, 2896308, 2896398, 2896479, 2896510
MB2625c	2896709, 2896713, 2896846, 2896942, 2897200
MB2627	2897725, 2897744, 2897760, 2897785, 2897812, 2897836, 2897890, 2897968
MB2628	2898418, 2898640, 2898642, 2898688, 2898776, 2898794, 2898817, 2898841
MB2629	2898876, 2898891, 2899103, 2899120, 2899292
MB2630	2899447, 2899449, 2899462, 2899498, 2899546, 2899575, 2899588, 2899636, 2899675, 2899677, 2899690, 2899774
MB2631	2899876, 2899883, 2899901, 2899955, 2900005, 2900041, 2900089, 2900237
MB2632	2900299, 2900358, 2900436, 2900440, 2900479, 2900524, 2900559, 2900742, 2900797, 2900911, 2900997, 2901018, 2901033, 2901078, 2901117, 2901123, 2901141, 2901331, 2901364, 2901428, 2901450, 2901465, 2901528, 2901582, 2901597, 2901650, 2901825
MB2633	2901979
MB2634	2902291, 2902386, 2902428, 2902551, 2902555, 2902571, 2902617
MB2635c	2902754, 2902845, 2902873, 2903031, 2903157, 2903166, 2903280
MB2636c	2903762, 2903833, 2903925
MB2637c	2904307, 2904439, 2904656, 2904671, 2904714, 2904829, 2904853, 2904900, 2904961
MB2638c	2905212, 2905327, 2905346, 2905578, 2905589, 2905625, 2905683, 2905798, 2905908, 2905923
MB2639	2906098, 2906129, 2906298, 2906338, 2906345, 2906384, 2906408, 2906415, 2906433, 2906469, 2906477
MB2640	2906957, 2907127, 2907331, 2907341, 2907373, 2907414, 2907579, 2907624, 2907716, 2907749, 2907773, 2907781, 2907817, 2907825, 2907873, 2907883, 2907908, 2908012, 2908065, 2908107, 2908127, 2908174, 2908189, 2908201, 2908228, 2908363, 2908413, 2908483, 2908654
MB2641c	2908771, 2908784, 2908851, 2908853, 2908919, 2908980, 2909179, 2909264, 2909395, 2909512, 2909549, 2909627, 2909666
MB2642c	2909779, 2909818, 2909851, 2910073, 2910201, 2910280, 2910305, 2910420, 2910591, 2910600, 2910685, 2910704, 2910721, 2910804, 2910844
MB2643c	2910916, 2911046, 2911310, 2911317, 2911328, 2911345, 2911404, 2911556, 2911565, 2911676, 2911705, 2911729, 2911751, 2911815
MB2644c	2912083, 2912435
MB2645c	2912645, 2912775, 2912805, 2912811, 2912829, 2912952, 2912964, 2912975
MB2646c	2913092, 2913352, 2913427, 2913471, 2913523, 2913628, 2913766, 2913784, 2913925, 2913931, 2913973, 2914033, 2914036, 2914075, 2914117, 2914186, 2914216, 2914266, 2914402, 2914444, 2914561, 2914636, 2914681, 2914786, 2914789, 2914928, 2915009, 2915022
MB2647	2915280, 2915353, 2915415, 2915420
MB2648c	2915800, 2915856, 2915861, 2916086, 2916338, 2916606, 2916626, 2916651, 2916681, 2916833
MB2649	2917243, 2917288, 2917480, 2917516, 2917690
MB2650c	2917725, 2917821, 2917877, 2917913, 2917947, 2918001, 2918093, 2918097, 2918106, 2918164
MB2651	2918335, 2918464, 2918518, 2918566, 2918662, 2918752, 2918758, 2918859, 2918951, 2918954
MB2652c	2919076, 2919116
MB2653c	2919351, 2919357, 2919390, 2919406, 2919450, 2919605
MB2654c	2919881, 2920180, 2920432
MB2655	2920747, 2920847, 2920911, 2920963, 2920979, 2921096, 2921150
MB2656	2921496, 2921609, 2921954, 2922167, 2922173, 2922271, 2922296, 2922358
MB2657c	2922438, 2922477, 2922512, 2922535, 2922639, 2922676, 2922835, 2923015, 2923112, 2923136
MB2658c	2923240, 2923269, 2923376, 2923445, 2923453, 2923468, 2923539, 2923566, 2923609, 2923705, 2923837, 2923860, 2923936, 2924035, 2924235
MB2659c	2924437, 2924629, 2924632, 2924669, 2924679, 2924788
MB2660c	2925382, 2925459, 2925499, 2925586, 2925590, 2925620, 2925799, 2925855, 2926080, 2926119, 2926129, 2926150, 2926193, 2926219, 2926295, 2926324, 2926443, 2926451, 2926475, 2926495, 2926519
MB2661	2926961, 2926980, 2927008, 2927047, 2927053, 2927088, 2927150, 2927247, 2927292
MB2662	2927669, 2927698, 2927888, 2927925, 2927947, 2927953, 2927969, 2927995, 2927999, 2928040, 2928124, 2928203, 2928335, 2928388, 2928524, 2928549, 2928558, 2928561, 2928608, 2928659, 2928701, 2928727, 2928756, 2928763
MB2663	2928834, 2928922, 2928970, 2929036, 2929077, 2929106, 2929201, 2929206
MB2664	2929465, 2929493, 2929520, 2929600, 2929614, 2929734, 2929812, 2929961, 2930096, 2930162, 2930192, 2930276, 2930433, 2930449, 2930459, 2930523, 2930568, 2930608, 2930617, 2930648
MB2665c	2930814, 2930848
MB2666c	2931209, 2931243, 2931254, 2931342, 2931370, 2931422, 2931533, 2931536, 2931612, 2931651, 2931673, 2931676, 2931683
MB2667c	2931979, 2932013, 2932301, 2932343, 2932496, 2932677, 2932743, 2932797, 2932926, 2932976, 2932994, 2933246, 2933357, 2933412, 2933485, 2933678, 2933732, 2933804, 2934000, 2934051, 2934055, 2934074, 2934130, 2934142
MB2668	2934385, 2934429, 2934439, 2934498, 2934528, 2934574
MB2669	2934590, 2934633, 2934642, 2934752, 2934814, 2934817, 2934925, 2934986, 2935040, 2935070, 2935138, 2935155, 2935204, 2935219, 2935241, 2935256
MB2670	2935504, 2935526, 2935675, 2935700, 2935706, 2935835, 2935873, 2935942, 2936022, 2936100
MB2671	2936292, 2936307, 2936345, 2936668, 2936682
MB2672c	2936918, 2937038, 2937095, 2937111, 2937163, 2937208
MB2673c	2937380, 2937408, 2937519, 2937562, 2937710
MB2674	2937828, 2937869, 2937914, 2937946, 2938154, 2938156, 2938268
MB2675	2938425, 2938446, 2938694, 2938697
MB2676	2938889, 2938892, 2938928, 2938970, 2938990, 2939014, 2939054, 2939081, 2939120, 2939140, 2939296, 2939309, 2939410, 2939455, 2939497, 2939599, 2939618, 2939626, 2939630, 2939651, 2939734, 2939789, 2939812, 2939885, 2939933, 2940042, 2940133, 2940151, 2940167, 2940277
MB2677c	2940407, 2940454, 2940483, 2940560, 2940643
GLYT	2941633, 2941645
VALU	2941822, 2941878
MB2678c	2941934, 2942076
MB2679c	2942306, 2942356
MB2680	2942475, 2942518, 2942554, 2942585, 2942643
MB2681	2942804, 2942822, 2942837, 2942892, 2942929, 2942943, 2942946, 2942960, 2942966
MB2682	2943240
MB2683c	2943335, 2943380, 2943398
MB2684	2943604, 2943692, 2943804, 2943816, 2943840, 2943859, 2943869
MB2685	2943979, 2944220, 2944292, 2944305, 2944404, 2944442, 2944444, 2944733, 2944763
MB2686	2944811, 2944929, 2945248, 2945366, 2945400
MB2687	2945650, 2945765, 2945796, 2945825, 2945827, 2945952, 2945972, 2946059, 2946071
MB2688	2946303, 2946363, 2946414, 2946429, 2946549, 2946618, 2946640
MB2689c	2946686, 2946741, 2946776, 2946881, 2947022, 2947081, 2947233, 2947237, 2947247, 2947266, 2947370, 2947373, 2947402, 2947424, 2947562, 2947706
MB2690	2947770, 2947793, 2947823, 2947829, 2948006, 2948124, 2948302, 2948381, 2948409, 2948477, 2948483, 2948492
MB2691	2948578, 2948699, 2948813, 2948867, 2948910, 2948922, 2948991, 2949248, 2949285, 2949356, 2949652, 2949736, 2949748, 2949842, 2950054, 2950076, 2950109, 2950145
MB2692	2950185, 2950228, 2950345, 2950389, 2950428, 2950430, 2950446, 2950461, 2950467, 2950506, 2950530, 2950538, 2950575, 2950649, 2950947, 2950968, 2951001, 2951082, 2951088, 2951091, 2951181, 2951184, 2951268, 2951334, 2951349, 2951381, 2951391, 2951400
MB2693	2951668, 2951725, 2951763, 2951790, 2951930, 2952015, 2952060
MB2694c	2952172, 2952198, 2952243, 2952271, 2952299, 2952317, 2952425, 2952470, 2952509, 2952603, 2952665, 2952680, 2952683, 2952833
MB2695c	2952950, 2952987, 2953039, 2953087, 2953150, 2953159, 2953177, 2953189, 2953226, 2953324, 2953405, 2953531, 2953558
MB2696c	2953581, 2953601, 2953674, 2953749, 2954274, 2954427, 2954429, 2954438, 2954661, 2954743, 2954791, 2954807, 2954821, 2954880, 2954912, 2954922, 2954938
MB2697c	2954947, 2955018, 2955344, 2955353, 2955391, 2955548, 2955634, 2955757, 2955803, 2955811, 2955825, 2955872, 2955893, 2955974, 2956002
MB2698	2956069, 2956073, 2956316, 2956568, 2956571, 2956742
MB2699	2957226, 2957241, 2957290, 2957310, 2957318, 2957324, 2957414, 2957449, 2957465, 2957612, 2957655
MB2700	2957923, 2957953, 2957982, 2957997, 2958034, 2958164, 2958181, 2958183, 2958253, 2958330, 2958364, 2958623, 2958990, 2959030, 2959101
MB2701c	2959195, 2959239, 2959346, 2959579, 2959610, 2959857, 2960005, 2960037, 2960044, 2960280, 2960427, 2960487, 2960515, 2960542, 2960566, 2960658, 2960746, 2960796, 2960846
MB2702	2961167, 2961202, 2961213, 2961241, 2961251, 2961314, 2961343, 2961350, 2961391
MB2703	2961698, 2961771, 2961800, 2961896, 2961939, 2961960, 2962032, 2962050, 2962203, 2962410, 2962469, 2962473, 2962522, 2962597, 2962617, 2962651, 2962667, 2962916, 2962931
MB2704	2963059, 2963067, 2963075, 2963169, 2963265, 2963401, 2963407, 2963809, 2963838, 2963971, 2964036, 2964127, 2964285, 2964300, 2964315
MB2705c	2964339, 2964383, 2964404, 2964458, 2964466, 2964704, 2964772, 2964802, 2964887, 2964890, 2964911, 2965013
MB2706c	2965111, 2965122, 2965168, 2965180, 2965261, 2965291, 2965447, 2965515, 2965531, 2965634, 2965651, 2965755
MB2707c	2965852, 2965962, 2966259, 2966270, 2966340, 2966370, 2966388, 2966427, 2966430, 2966546
MB2708c	2966894, 2966930, 2966978, 2966993, 2967036, 2967040, 2967311, 2967371, 2967458, 2967495, 2967560, 2967592, 2967604, 2967643, 2967662, 2967714, 2967813, 2967947, 2968001, 2968044
MB2709c	2968314, 2968453, 2968467, 2968513, 2968543, 2968675, 2968749, 2968798, 2968881, 2968931, 2969056, 2969185, 2969240, 2969296, 2969350, 2969412, 2969435, 2969486, 2969725, 2969827, 2969896, 2969936, 2969965, 2969986, 2970007, 2970011, 2970070, 2970105, 2970121
MB2710	2970456, 2970689, 2970713, 2970780, 2970817, 2970849, 2970939, 2970963, 2970976, 2970983, 2970985
MB2711	2971079, 2971322, 2971520, 2971732
MB2712c	2971746, 2971845, 2971918, 2971929, 2972061, 2972069, 2972145, 2972169, 2972339, 2972349, 2972398
MB2713c	2972463, 2972475, 2972479, 2972530, 2972614, 2972653, 2972738, 2972799
MB2714	2973027, 2973274, 2973300, 2973302, 2973362, 2973431, 2973450, 2973562, 2973580
MB2715c	2973991, 2974039, 2974311, 2974322, 2974337, 2974402, 2974644
MB2716c	2974851, 2974881, 2975061, 2975107
MB2717	2975319, 2975333, 2975354, 2975408, 2975471, 2975538, 2975578, 2975650
MB2718c	2975822, 2975983, 2976000, 2976007
MB2719	2976632, 2976676, 2976705, 2976714, 2976734
MB2720c	2976929, 2976947, 2977104, 2977107, 2977130, 2977236, 2977350, 2977428, 2977443, 2977504
MB2721	2978146, 2978207, 2978229, 2978305, 2978333, 2978339, 2978396, 2978465, 2978488, 2978606, 2978627, 2978691
MB2722	2978923, 2979005, 2979032, 2979083, 2979573, 2979595, 2979628, 2979654, 2979680, 2979810, 2979891, 2979903, 2979918, 2979923, 2980128, 2980312, 2980325, 2980368, 2980412, 2980458
MB2723	2980514, 2980563, 2980576, 2980628, 2980712, 2980722, 2980733, 2980843, 2980863, 2980867, 2980932
MB2724c	2980974, 2981008, 2981061, 2981091, 2981140, 2981142, 2981166, 2981213
MB2725c	2981352, 2981403
MB2726	2981674, 2981760, 2981789, 2981802, 2981911, 2982033, 2982074, 2982096, 2982099, 2982114, 2982138, 2982179, 2982185, 2982188, 2982199, 2982210, 2982231, 2982233, 2982246, 2982279, 2982335, 2982362, 2982368, 2982402, 2982513, 2982545, 2982593
MB2727c	2982618, 2982750, 2982759, 2982811, 2982835
MB2728	2982898, 2982903, 2982967, 2982981, 2982988, 2983007, 2983036, 2983040, 2983094, 2983125
MB2729	2983596, 2983663, 2983677, 2983804, 2983821, 2983902, 2983929, 2984002, 2984156, 2984165, 2984260, 2984377, 2984429, 2984469
MB2730	2984630, 2984643, 2984658, 2984770, 2985122, 2985163, 2985196
MB2731c	2985319, 2985360, 2985385, 2985532, 2985597, 2985649, 2985831, 2985907, 2986029, 2986047, 2986102, 2986251, 2986366
MB2732	2986498, 2986663, 2986693, 2986705, 2986803, 2986906, 2987056, 2987279, 2987284, 2987369, 2987393, 2987404, 2987476, 2987529, 2987533, 2987554, 2987599, 2987659, 2987715, 2987788, 2987812, 2987833
MB2733	2988149, 2988173, 2988345, 2988353, 2988372, 2988420, 2988428, 2988543, 2988693, 2988701, 2988758, 2988776, 2988944, 2988984, 2989002, 2989085
MB2734	2989196, 2989271, 2989282, 2989357, 2989395, 2989410, 2989492, 2989509, 2989525, 2989619, 2989630, 2989682, 2989694, 2989839, 2989861, 2990046, 2990131, 2990165
MB2735	2990276, 2990349, 2990362, 2990414, 2990495, 2990535, 2990664, 2990774, 2990781
MB2736c	2990988, 2991015, 2991120, 2991201, 2991236, 2991258, 2991274, 2991290, 2991306, 2991330
MB2737c	2991476, 2991543, 2991560, 2991564, 2991782, 2991803
MB2738c	2992241, 2992348, 2992446, 2992561
MB2739	2992934, 2992964, 2993067, 2993071, 2993131, 2993167, 2993201
MB2740c	2993579, 2993644, 2993646, 2993665, 2993668, 2993719, 2993823, 2994082, 2994268, 2994298, 2994313, 2994393, 2994446, 2994495, 2994512, 2994820, 2994925, 2995014, 2995132, 2995366, 2995387, 2995393, 2995461, 2995468, 2995625
MB2741	2995693, 2995746, 2995765, 2995809, 2995812
MB2742	2996023, 2996036, 2996051, 2996060, 2996158, 2996170, 2996210, 2996356, 2996375, 2996414, 2996454, 2996494, 2996585, 2996588, 2996638, 2996689, 2996720, 2996725, 2996734, 2996959, 2996971, 2996986, 2997021, 2997070
MB2743c	2997180, 2997234, 2997245, 2997261, 2997279, 2997291, 2997297, 2997333, 2997354, 2997409, 2997490, 2997528, 2997618, 2997824, 2997869, 2997876, 2997910, 2997925, 2998029, 2998074, 2998113, 2998143, 2998239, 2998272, 2998320
MB2744c	2998476, 2998571, 2998617, 2998787, 2998907, 2999011, 2999072, 2999116, 2999130, 2999222, 2999376, 2999467, 2999473, 2999598, 2999766, 2999898, 2999905, 2999912, 2999962
MB2745c	3000243, 3000463, 3000516, 3000559, 3000622, 3000631, 3000678, 3000704
MB2746c	3000879, 3000891, 3001003, 3001021, 3001080, 3001083, 3001093, 3001152, 3001389, 3001449, 3001501, 3001582, 3001693, 3001799
MB2747c	3001839, 3001866, 3002008, 3002028, 3002078, 3002081, 3002169, 3002213, 3002224, 3002228, 3002243
